Ligand,Binding Affinity,rmsd/ub, rmsd/lb
merged_structure_ZINC000151426051_uff_E=548.78,-6.7,8.63,3.344
merged_structure_ZINC000151426051_uff_E=548.78,-6.6,2.368,1.259
merged_structure_ZINC000151426051_uff_E=548.78,-6.6,2.9,2.059
merged_structure_ZINC000151426051_uff_E=548.78,-6.5,9.131,6.184
merged_structure_ZINC000151426051_uff_E=548.78,-6.5,9.86,4.603
merged_structure_ZINC000151426058_uff_E=606.15,-6.4,0.0,0.0
merged_structure_ZINC000151426058_uff_E=606.15,-6.0,1.872,1.564
merged_structure_ZINC000151426058_uff_E=606.15,-5.9,3.724,1.939
merged_structure_ZINC000151426058_uff_E=606.15,-5.9,7.831,3.529
merged_structure_ZINC000151426058_uff_E=606.15,-5.7,8.913,5.855
merged_structure_ZINC000151426058_uff_E=606.15,-5.7,4.67,2.937
merged_structure_ZINC000151426058_uff_E=606.15,-5.7,6.87,3.168
merged_structure_ZINC000151426058_uff_E=606.15,-5.6,8.478,4.048
merged_structure_ZINC000151426058_uff_E=606.15,-5.5,8.478,4.399
merged_structure_ZINC001718919959_uff_E=322.32,-5.2,0.0,0.0
merged_structure_ZINC001718919959_uff_E=322.32,-5.2,5.642,3.203
merged_structure_ZINC001718919959_uff_E=322.32,-5.2,6.376,3.957
merged_structure_ZINC001718919959_uff_E=322.32,-5.0,5.576,2.378
merged_structure_ZINC001718919959_uff_E=322.32,-5.0,6.877,4.153
merged_structure_ZINC001718919959_uff_E=322.32,-5.0,5.962,3.646
merged_structure_ZINC001718919959_uff_E=322.32,-4.9,12.574,10.803
merged_structure_ZINC001718919959_uff_E=322.32,-4.9,7.1,4.82
merged_structure_ZINC001718919959_uff_E=322.32,-4.9,6.4,4.392
merged_structure_ZINC001718919960_uff_E=339.18,-5.5,0.0,0.0
merged_structure_ZINC001718919960_uff_E=339.18,-5.4,3.161,2.023
merged_structure_ZINC001718919960_uff_E=339.18,-5.2,2.8,1.692
merged_structure_ZINC001718919960_uff_E=339.18,-5.2,3.068,2.112
merged_structure_ZINC001718919960_uff_E=339.18,-5.2,4.149,2.416
merged_structure_ZINC001718919960_uff_E=339.18,-5.2,13.918,12.102
merged_structure_ZINC001718919960_uff_E=339.18,-5.1,14.142,11.877
merged_structure_ZINC001718919960_uff_E=339.18,-5.1,2.759,1.805
merged_structure_ZINC001718919960_uff_E=339.18,-5.0,8.626,2.704
merged_structure_ZINC000151426130_uff_E=262.39,-5.9,0.0,0.0
merged_structure_ZINC000151426130_uff_E=262.39,-5.6,4.921,2.259
merged_structure_ZINC000151426130_uff_E=262.39,-5.3,5.232,2.337
merged_structure_ZINC000151426130_uff_E=262.39,-5.3,15.403,13.467
merged_structure_ZINC000151426130_uff_E=262.39,-5.2,4.806,1.965
merged_structure_ZINC000151426130_uff_E=262.39,-5.2,4.971,2.359
merged_structure_ZINC000151426130_uff_E=262.39,-5.1,4.741,1.998
merged_structure_ZINC000151426130_uff_E=262.39,-5.1,4.864,2.353
merged_structure_ZINC000151426130_uff_E=262.39,-5.1,4.923,2.656
merged_structure_ZINC000151426138_uff_E=583.65,-7.6,0.0,0.0
merged_structure_ZINC000151426138_uff_E=583.65,-7.1,3.521,2.448
merged_structure_ZINC000151426138_uff_E=583.65,-7.0,3.001,1.982
merged_structure_ZINC000151426138_uff_E=583.65,-7.0,8.489,3.255
merged_structure_ZINC000151426138_uff_E=583.65,-6.9,8.387,3.224
merged_structure_ZINC000151426138_uff_E=583.65,-6.7,8.164,5.822
merged_structure_ZINC000151426138_uff_E=583.65,-6.6,10.224,5.757
merged_structure_ZINC000151426138_uff_E=583.65,-6.6,9.847,5.267
merged_structure_ZINC000151426138_uff_E=583.65,-6.6,10.733,5.54
merged_structure_ZINC000151426172_uff_E=191.20,-5.7,0.0,0.0
merged_structure_ZINC000151426172_uff_E=191.20,-5.5,2.736,1.947
merged_structure_ZINC000151426172_uff_E=191.20,-5.5,5.76,3.292
merged_structure_ZINC000151426172_uff_E=191.20,-5.4,6.041,2.9
merged_structure_ZINC000151426172_uff_E=191.20,-5.4,2.203,1.772
merged_structure_ZINC000151426172_uff_E=191.20,-5.4,9.34,4.318
merged_structure_ZINC000151426172_uff_E=191.20,-5.4,2.927,2.15
merged_structure_ZINC000151426172_uff_E=191.20,-5.3,1.682,1.221
merged_structure_ZINC000151426172_uff_E=191.20,-5.3,4.948,3.024
merged_structure_ZINC001718919961_uff_E=341.57,-5.2,0.0,0.0
merged_structure_ZINC001718919961_uff_E=341.57,-5.1,5.667,3.068
merged_structure_ZINC001718919961_uff_E=341.57,-5.1,2.14,1.488
merged_structure_ZINC001718919961_uff_E=341.57,-5.0,3.855,2.276
merged_structure_ZINC001718919961_uff_E=341.57,-5.0,7.417,2.228
merged_structure_ZINC001718919961_uff_E=341.57,-5.0,4.265,2.658
merged_structure_ZINC001718919961_uff_E=341.57,-5.0,4.055,2.252
merged_structure_ZINC001718919961_uff_E=341.57,-4.9,4.477,2.245
merged_structure_ZINC001718919961_uff_E=341.57,-4.9,3.772,2.673
merged_structure_ZINC000151426193_uff_E=307.62,-5.6,0.0,0.0
merged_structure_ZINC000151426193_uff_E=307.62,-5.5,14.456,13.315
merged_structure_ZINC000151426193_uff_E=307.62,-5.5,14.521,12.919
merged_structure_ZINC000151426193_uff_E=307.62,-5.5,16.028,14.382
merged_structure_ZINC000151426193_uff_E=307.62,-5.5,14.364,12.899
merged_structure_ZINC000151426193_uff_E=307.62,-5.4,14.054,12.781
merged_structure_ZINC000151426193_uff_E=307.62,-5.4,15.547,13.97
merged_structure_ZINC000151426193_uff_E=307.62,-5.4,4.027,2.204
merged_structure_ZINC000151426193_uff_E=307.62,-5.3,14.507,13.097
merged_structure_ZINC000151426219_uff_E=548.83,-7.3,0.0,0.0
merged_structure_ZINC000151426219_uff_E=548.83,-7.3,7.617,3.185
merged_structure_ZINC000151426219_uff_E=548.83,-7.2,7.689,2.934
merged_structure_ZINC000151426219_uff_E=548.83,-7.1,5.399,3.437
merged_structure_ZINC000151426219_uff_E=548.83,-7.1,4.015,2.761
merged_structure_ZINC000151426219_uff_E=548.83,-6.9,7.617,3.509
merged_structure_ZINC000151426219_uff_E=548.83,-6.8,7.581,2.906
merged_structure_ZINC000151426219_uff_E=548.83,-6.5,14.98,12.804
merged_structure_ZINC000151426219_uff_E=548.83,-6.5,7.535,3.083
merged_structure_ZINC000151426227_uff_E=404.53,-6.1,0.0,0.0
merged_structure_ZINC000151426227_uff_E=404.53,-6.1,3.514,2.68
merged_structure_ZINC000151426227_uff_E=404.53,-5.8,6.823,2.985
merged_structure_ZINC000151426227_uff_E=404.53,-5.7,6.786,3.282
merged_structure_ZINC000151426227_uff_E=404.53,-5.7,4.659,2.943
merged_structure_ZINC000151426227_uff_E=404.53,-5.6,3.74,2.399
merged_structure_ZINC000151426227_uff_E=404.53,-5.6,4.297,2.645
merged_structure_ZINC000151426227_uff_E=404.53,-5.5,7.278,3.379
merged_structure_ZINC000151426227_uff_E=404.53,-5.5,8.307,4.094
merged_structure_ZINC000151426230_uff_E=223.16,-6.4,0.0,0.0
merged_structure_ZINC000151426230_uff_E=223.16,-6.3,3.821,2.125
merged_structure_ZINC000151426230_uff_E=223.16,-6.3,7.436,2.624
merged_structure_ZINC000151426230_uff_E=223.16,-6.3,8.282,2.173
merged_structure_ZINC000151426230_uff_E=223.16,-6.2,7.783,2.804
merged_structure_ZINC000151426230_uff_E=223.16,-6.1,4.398,3.326
merged_structure_ZINC000151426230_uff_E=223.16,-6.0,6.142,3.811
merged_structure_ZINC000151426230_uff_E=223.16,-6.0,7.304,4.362
merged_structure_ZINC000151426230_uff_E=223.16,-6.0,2.989,2.066
merged_structure_ZINC000151426241_uff_E=218.22,-6.0,0.0,0.0
merged_structure_ZINC000151426241_uff_E=218.22,-5.9,7.548,2.629
merged_structure_ZINC000151426241_uff_E=218.22,-5.9,7.764,2.599
merged_structure_ZINC000151426241_uff_E=218.22,-5.6,12.082,7.963
merged_structure_ZINC000151426241_uff_E=218.22,-5.6,7.748,2.676
merged_structure_ZINC000151426241_uff_E=218.22,-5.6,9.534,4.987
merged_structure_ZINC000151426241_uff_E=218.22,-5.5,13.793,9.931
merged_structure_ZINC000151426241_uff_E=218.22,-5.5,14.669,12.556
merged_structure_ZINC000151426241_uff_E=218.22,-5.5,12.118,7.653
merged_structure_ZINC000151426242_uff_E=1881.39,-6.3,0.0,0.0
merged_structure_ZINC000151426242_uff_E=1881.39,-6.3,7.723,3.435
merged_structure_ZINC000151426242_uff_E=1881.39,-6.2,5.435,3.986
merged_structure_ZINC000151426242_uff_E=1881.39,-6.1,6.664,3.594
merged_structure_ZINC000151426242_uff_E=1881.39,-5.9,13.1,11.63
merged_structure_ZINC000151426242_uff_E=1881.39,-5.9,4.174,3.131
merged_structure_ZINC000151426242_uff_E=1881.39,-5.9,7.095,3.02
merged_structure_ZINC000151426242_uff_E=1881.39,-5.9,7.565,4.342
merged_structure_ZINC000151426242_uff_E=1881.39,-5.9,5.819,4.532
merged_structure_ZINC000151426243_uff_E=379.35,-6.3,0.0,0.0
merged_structure_ZINC000151426243_uff_E=379.35,-6.3,6.364,4.406
merged_structure_ZINC000151426243_uff_E=379.35,-6.2,5.544,3.833
merged_structure_ZINC000151426243_uff_E=379.35,-6.2,8.99,4.503
merged_structure_ZINC000151426243_uff_E=379.35,-6.1,4.032,2.278
merged_structure_ZINC000151426243_uff_E=379.35,-6.1,6.466,4.536
merged_structure_ZINC000151426243_uff_E=379.35,-6.0,1.956,1.62
merged_structure_ZINC000151426243_uff_E=379.35,-6.0,3.959,2.382
merged_structure_ZINC000151426243_uff_E=379.35,-6.0,5.302,3.569
merged_structure_ZINC000151426297_uff_E=613.15,-6.4,0.0,0.0
merged_structure_ZINC000151426297_uff_E=613.15,-6.3,2.929,1.85
merged_structure_ZINC000151426297_uff_E=613.15,-6.2,3.27,2.291
merged_structure_ZINC000151426297_uff_E=613.15,-6.1,15.555,13.558
merged_structure_ZINC000151426297_uff_E=613.15,-6.1,3.997,2.689
merged_structure_ZINC000151426297_uff_E=613.15,-6.0,9.17,4.821
merged_structure_ZINC000151426297_uff_E=613.15,-6.0,15.895,13.25
merged_structure_ZINC000151426297_uff_E=613.15,-6.0,3.192,2.038
merged_structure_ZINC000151426297_uff_E=613.15,-5.9,12.459,8.942
merged_structure_ZINC000151426306_uff_E=384.10,-5.9,0.0,0.0
merged_structure_ZINC000151426306_uff_E=384.10,-5.8,2.401,2.018
merged_structure_ZINC000151426306_uff_E=384.10,-5.7,7.583,3.228
merged_structure_ZINC000151426306_uff_E=384.10,-5.7,7.47,2.22
merged_structure_ZINC000151426306_uff_E=384.10,-5.6,8.348,2.335
merged_structure_ZINC000151426306_uff_E=384.10,-5.6,7.659,1.901
merged_structure_ZINC000151426306_uff_E=384.10,-5.5,8.168,3.523
merged_structure_ZINC000151426306_uff_E=384.10,-5.5,7.464,3.019
merged_structure_ZINC000151426306_uff_E=384.10,-5.4,7.486,2.629
merged_structure_ZINC000151426317_uff_E=1928.08,-6.3,0.0,0.0
merged_structure_ZINC000151426317_uff_E=1928.08,-6.3,8.046,4.118
merged_structure_ZINC000151426317_uff_E=1928.08,-6.2,8.231,3.615
merged_structure_ZINC000151426317_uff_E=1928.08,-6.1,4.513,3.241
merged_structure_ZINC000151426317_uff_E=1928.08,-6.1,3.5,2.599
merged_structure_ZINC000151426317_uff_E=1928.08,-6.1,3.922,3.037
merged_structure_ZINC000151426317_uff_E=1928.08,-6.0,8.574,3.171
merged_structure_ZINC000151426317_uff_E=1928.08,-5.9,4.889,3.495
merged_structure_ZINC000151426317_uff_E=1928.08,-5.8,8.531,3.868
merged_structure_ZINC000151426320_uff_E=222.81,-5.6,0.0,0.0
merged_structure_ZINC000151426320_uff_E=222.81,-5.5,3.527,2.181
merged_structure_ZINC000151426320_uff_E=222.81,-5.4,5.53,2.905
merged_structure_ZINC000151426320_uff_E=222.81,-5.1,4.526,2.383
merged_structure_ZINC000151426320_uff_E=222.81,-5.1,3.022,2.138
merged_structure_ZINC000151426320_uff_E=222.81,-5.1,5.639,2.607
merged_structure_ZINC000151426320_uff_E=222.81,-5.1,5.405,2.609
merged_structure_ZINC000151426320_uff_E=222.81,-5.0,4.833,2.704
merged_structure_ZINC000151426320_uff_E=222.81,-5.0,15.664,13.512
merged_structure_ZINC000151426329_uff_E=576.97,-6.0,0.0,0.0
merged_structure_ZINC000151426329_uff_E=576.97,-6.0,9.289,4.451
merged_structure_ZINC000151426329_uff_E=576.97,-6.0,13.124,11.978
merged_structure_ZINC000151426329_uff_E=576.97,-5.9,7.178,5.704
merged_structure_ZINC000151426329_uff_E=576.97,-5.8,6.758,5.468
merged_structure_ZINC000151426329_uff_E=576.97,-5.7,4.138,2.783
merged_structure_ZINC000151426329_uff_E=576.97,-5.6,11.884,11.001
merged_structure_ZINC000151426329_uff_E=576.97,-5.6,13.011,11.946
merged_structure_ZINC000151426329_uff_E=576.97,-5.4,13.358,12.408
merged_structure_ZINC000151426370_uff_E=424.32,-6.2,0.0,0.0
merged_structure_ZINC000151426370_uff_E=424.32,-6.2,6.025,3.951
merged_structure_ZINC000151426370_uff_E=424.32,-6.0,5.955,3.671
merged_structure_ZINC000151426370_uff_E=424.32,-5.9,7.313,2.678
merged_structure_ZINC000151426370_uff_E=424.32,-5.7,8.037,4.051
merged_structure_ZINC000151426370_uff_E=424.32,-5.7,8.836,5.209
merged_structure_ZINC000151426370_uff_E=424.32,-5.6,10.946,6.336
merged_structure_ZINC000151426370_uff_E=424.32,-5.6,5.768,3.874
merged_structure_ZINC000151426370_uff_E=424.32,-5.6,6.774,4.552
merged_structure_ZINC000151431166_uff_E=240.88,-5.5,0.0,0.0
merged_structure_ZINC000151431166_uff_E=240.88,-5.2,6.602,4.656
merged_structure_ZINC000151431166_uff_E=240.88,-5.2,13.306,11.957
merged_structure_ZINC000151431166_uff_E=240.88,-5.2,6.623,2.639
merged_structure_ZINC000151431166_uff_E=240.88,-5.2,5.608,3.611
merged_structure_ZINC000151431166_uff_E=240.88,-5.1,6.011,3.669
merged_structure_ZINC000151431166_uff_E=240.88,-5.1,5.494,3.431
merged_structure_ZINC000151431166_uff_E=240.88,-5.1,4.931,3.137
merged_structure_ZINC000151431166_uff_E=240.88,-5.1,14.874,13.164
merged_structure_ZINC000151426380_uff_E=542.20,-6.2,0.0,0.0
merged_structure_ZINC000151426380_uff_E=542.20,-6.1,3.109,2.303
merged_structure_ZINC000151426380_uff_E=542.20,-6.0,14.27,11.655
merged_structure_ZINC000151426380_uff_E=542.20,-6.0,13.93,11.447
merged_structure_ZINC000151426380_uff_E=542.20,-5.8,3.64,2.479
merged_structure_ZINC000151426380_uff_E=542.20,-5.8,8.538,2.041
merged_structure_ZINC000151426380_uff_E=542.20,-5.7,13.18,11.808
merged_structure_ZINC000151426380_uff_E=542.20,-5.7,8.43,3.095
merged_structure_ZINC000151426380_uff_E=542.20,-5.6,14.752,10.854
merged_structure_ZINC000151426392_uff_E=193.54,-6.4,0.0,0.0
merged_structure_ZINC000151426392_uff_E=193.54,-6.3,5.38,3.987
merged_structure_ZINC000151426392_uff_E=193.54,-6.1,7.548,3.71
merged_structure_ZINC000151426392_uff_E=193.54,-6.1,7.337,2.84
merged_structure_ZINC000151426392_uff_E=193.54,-5.9,3.87,2.323
merged_structure_ZINC000151426392_uff_E=193.54,-5.8,2.221,1.655
merged_structure_ZINC000151426392_uff_E=193.54,-5.8,6.982,4.441
merged_structure_ZINC000151426392_uff_E=193.54,-5.7,7.233,3.49
merged_structure_ZINC000151426392_uff_E=193.54,-5.6,7.406,2.574
merged_structure_ZINC000151426399_uff_E=173.48,-6.3,0.0,0.0
merged_structure_ZINC000151426399_uff_E=173.48,-6.3,7.208,4.682
merged_structure_ZINC000151426399_uff_E=173.48,-6.2,6.259,3.347
merged_structure_ZINC000151426399_uff_E=173.48,-6.1,3.044,2.149
merged_structure_ZINC000151426399_uff_E=173.48,-5.9,6.588,2.992
merged_structure_ZINC000151426399_uff_E=173.48,-5.9,7.425,3.464
merged_structure_ZINC000151426399_uff_E=173.48,-5.8,15.095,12.943
merged_structure_ZINC000151426399_uff_E=173.48,-5.8,12.545,8.036
merged_structure_ZINC000151426399_uff_E=173.48,-5.8,6.561,3.513
merged_structure_ZINC000151426407_uff_E=1923.42,-5.6,0.0,0.0
merged_structure_ZINC000151426407_uff_E=1923.42,-5.4,6.729,3.607
merged_structure_ZINC000151426407_uff_E=1923.42,-5.3,6.964,4.383
merged_structure_ZINC000151426407_uff_E=1923.42,-5.3,7.229,4.136
merged_structure_ZINC000151426407_uff_E=1923.42,-5.1,5.858,4.666
merged_structure_ZINC000151426407_uff_E=1923.42,-5.0,6.535,4.365
merged_structure_ZINC000151426407_uff_E=1923.42,-5.0,7.175,5.918
merged_structure_ZINC000151426407_uff_E=1923.42,-4.9,5.959,3.831
merged_structure_ZINC000151426407_uff_E=1923.42,-4.9,3.657,3.156
merged_structure_ZINC000151426408_uff_E=540.45,-5.6,0.0,0.0
merged_structure_ZINC000151426408_uff_E=540.45,-5.5,14.704,13.148
merged_structure_ZINC000151426408_uff_E=540.45,-5.5,2.248,1.893
merged_structure_ZINC000151426408_uff_E=540.45,-5.4,3.201,2.296
merged_structure_ZINC000151426408_uff_E=540.45,-5.4,3.514,2.6
merged_structure_ZINC000151426408_uff_E=540.45,-5.4,14.771,13.416
merged_structure_ZINC000151426408_uff_E=540.45,-5.4,7.849,2.896
merged_structure_ZINC000151426408_uff_E=540.45,-5.4,15.347,13.75
merged_structure_ZINC000151426408_uff_E=540.45,-5.3,13.672,12.119
merged_structure_ZINC000151426415_uff_E=670.97,-7.0,0.0,0.0
merged_structure_ZINC000151426415_uff_E=670.97,-6.4,6.539,3.256
merged_structure_ZINC000151426415_uff_E=670.97,-6.4,1.826,1.473
merged_structure_ZINC000151426415_uff_E=670.97,-6.2,15.154,13.337
merged_structure_ZINC000151426415_uff_E=670.97,-6.1,3.107,1.894
merged_structure_ZINC000151426415_uff_E=670.97,-6.0,6.431,2.899
merged_structure_ZINC000151426415_uff_E=670.97,-6.0,15.385,13.16
merged_structure_ZINC000151426415_uff_E=670.97,-6.0,3.381,2.54
merged_structure_ZINC000151426415_uff_E=670.97,-5.8,14.734,13.756
merged_structure_ZINC000151426425_uff_E=336.59,-5.5,0.0,0.0
merged_structure_ZINC000151426425_uff_E=336.59,-5.5,7.354,3.89
merged_structure_ZINC000151426425_uff_E=336.59,-5.5,5.736,3.124
merged_structure_ZINC000151426425_uff_E=336.59,-5.2,5.241,2.301
merged_structure_ZINC000151426425_uff_E=336.59,-5.1,4.725,2.751
merged_structure_ZINC000151426425_uff_E=336.59,-5.1,5.271,2.524
merged_structure_ZINC000151426425_uff_E=336.59,-5.1,6.319,3.327
merged_structure_ZINC000151426425_uff_E=336.59,-5.1,14.708,12.418
merged_structure_ZINC000151426425_uff_E=336.59,-5.0,6.056,3.159
merged_structure_ZINC000151426438_uff_E=438.26,-5.7,0.0,0.0
merged_structure_ZINC000151426438_uff_E=438.26,-5.7,6.602,2.686
merged_structure_ZINC000151426438_uff_E=438.26,-5.4,4.101,2.616
merged_structure_ZINC000151426438_uff_E=438.26,-5.3,5.716,1.95
merged_structure_ZINC000151426438_uff_E=438.26,-5.3,3.116,2.488
merged_structure_ZINC000151426438_uff_E=438.26,-5.3,5.093,2.483
merged_structure_ZINC000151426438_uff_E=438.26,-5.3,4.99,3.264
merged_structure_ZINC000151426438_uff_E=438.26,-5.2,14.281,12.065
merged_structure_ZINC000151426438_uff_E=438.26,-5.0,6.132,2.561
merged_structure_ZINC000151426455_uff_E=412.20,-5.9,0.0,0.0
merged_structure_ZINC000151426455_uff_E=412.20,-5.9,2.031,1.956
merged_structure_ZINC000151426455_uff_E=412.20,-5.9,8.306,2.876
merged_structure_ZINC000151426455_uff_E=412.20,-5.7,4.646,3.12
merged_structure_ZINC000151426455_uff_E=412.20,-5.7,4.398,3.187
merged_structure_ZINC000151426455_uff_E=412.20,-5.6,16.528,14.634
merged_structure_ZINC000151426455_uff_E=412.20,-5.5,7.035,4.932
merged_structure_ZINC000151426455_uff_E=412.20,-5.5,8.477,3.434
merged_structure_ZINC000151426455_uff_E=412.20,-5.5,4.802,3.388
merged_structure_ZINC000151426479_uff_E=1887.11,-5.7,0.0,0.0
merged_structure_ZINC000151426479_uff_E=1887.11,-5.5,5.692,4.03
merged_structure_ZINC000151426479_uff_E=1887.11,-5.5,5.478,4.015
merged_structure_ZINC000151426479_uff_E=1887.11,-5.4,2.595,1.867
merged_structure_ZINC000151426479_uff_E=1887.11,-5.3,14.927,13.582
merged_structure_ZINC000151426479_uff_E=1887.11,-5.3,5.714,4.023
merged_structure_ZINC000151426479_uff_E=1887.11,-5.2,5.608,4.414
merged_structure_ZINC000151426479_uff_E=1887.11,-5.1,9.077,6.179
merged_structure_ZINC000151426479_uff_E=1887.11,-5.1,3.241,2.549
merged_structure_ZINC000151426484_uff_E=439.10,-6.5,0.0,0.0
merged_structure_ZINC000151426484_uff_E=439.10,-6.0,6.634,3.347
merged_structure_ZINC000151426484_uff_E=439.10,-6.0,6.261,3.475
merged_structure_ZINC000151426484_uff_E=439.10,-5.7,7.667,5.209
merged_structure_ZINC000151426484_uff_E=439.10,-5.7,16.085,13.923
merged_structure_ZINC000151426484_uff_E=439.10,-5.6,7.283,3.472
merged_structure_ZINC000151426484_uff_E=439.10,-5.6,14.646,13.127
merged_structure_ZINC000151426484_uff_E=439.10,-5.6,6.949,3.996
merged_structure_ZINC000151426484_uff_E=439.10,-5.5,5.515,3.343
merged_structure_ZINC000151426485_uff_E=526.67,-7.0,0.0,0.0
merged_structure_ZINC000151426485_uff_E=526.67,-6.5,5.623,2.301
merged_structure_ZINC000151426485_uff_E=526.67,-6.5,14.654,13.057
merged_structure_ZINC000151426485_uff_E=526.67,-6.4,7.572,4.481
merged_structure_ZINC000151426485_uff_E=526.67,-6.4,8.489,4.876
merged_structure_ZINC000151426485_uff_E=526.67,-6.3,15.873,13.683
merged_structure_ZINC000151426485_uff_E=526.67,-6.3,6.931,5.113
merged_structure_ZINC000151426485_uff_E=526.67,-6.3,7.495,4.653
merged_structure_ZINC000151426485_uff_E=526.67,-6.3,7.149,4.803
